,RA_ICRS,DE_ICRS,e_RA_ICRS,e_DE_ICRS,mem_prob
154,106.01432282082,0.90548994869,0.236,0.219,1.0
156,106.00865690598,0.90124520828,0.1274,0.119,1.0
163,106.00703067739,0.89624188804,0.0272,0.0275,1.0
165,106.01721600582,0.89598256639,0.1249,0.1171,1.0
172,106.02177682264,0.89986727335,0.1273,0.1219,1.0
173,106.00546700099,0.89027463595,0.1678,0.1611,0.7524039790216623
174,106.00228357603,0.89082023444,0.229,0.2196,0.8554416156483441
179,106.0153663832,0.88620187783,0.1171,0.1159,0.8415892987830005
183,106.01233434623,0.89369932094,0.0344,0.0326,0.7798869866276721
195,106.01032851582,0.89976913769,0.1282,0.1199,1.0
208,106.04553487914,0.92334882817,0.0969,0.0925,0.7922109583842243
213,106.03388286326,0.92160620917,0.1527,0.1436,0.7752812750858986
224,106.04056068377,0.91333134174,0.222,0.2127,0.8181480236592544
231,106.03016697089,0.90477004607,0.0475,0.0453,0.8343992335706434
233,106.02950319065,0.9107680855,0.2297,0.2173,0.7567205855969826
238,106.05117589014,0.91691909821,0.0323,0.0314,1.0
239,106.03195329942,0.91193841611,0.1877,0.1804,1.0
251,106.09319933888,0.90409904652,0.0443,0.0413,1.0
253,106.08115050584,0.92256183734,0.6136,0.6272,0.9605936909525649
256,106.09502062449,0.91352642597,0.3076,0.2627,1.0
257,106.08646852738,0.91323179062,0.1124,0.1039,1.0
262,106.07307247279,0.91432267824,0.1533,0.1436,0.9884924738551946
270,106.09641239776,0.90688653404,0.1218,0.1113,1.0
271,106.09593454687,0.90832113615,0.4363,0.4618,1.0
280,106.09138988594,0.90337275531,0.3337,0.3523,0.9537307788764616
290,106.09523779572,0.92843941377,0.5019,0.5124,0.8519911580276258
294,106.11908505002,0.93480737799,0.1869,0.1737,0.8858428962638294
295,106.08941509226,0.9353151934,0.0885,0.0812,1.0
297,106.09208613929,0.93780322093,0.2111,0.1943,0.7730255249718747
300,106.08569478227,0.93137524553,0.0558,0.0514,0.8202833464246254
301,106.1263396287,0.93142396953,0.145,0.12,1.0
304,106.10693099931,0.93540426842,0.0794,0.0733,1.0
309,106.10613724587,0.92291272655,0.4387,0.4417,1.0
319,106.10631224123,0.93727359667,0.2927,0.3007,0.8866192187392438
324,106.09807532765,0.94333017431,0.0311,0.0287,1.0
328,106.11286567439,0.94402984549,0.2321,0.2135,1.0
333,106.06320523989,0.93406689174,0.6788,0.6764,0.8330628844355006
337,106.0510760472,0.93874150991,0.042,0.0404,1.0
343,106.07166119818,0.93051039135,0.4795,0.4846,0.9005380819347979
345,106.07907520464,0.93589150707,0.0986,0.0904,0.9597335414391006
349,106.07420642297,0.93260307513,0.1191,0.1091,1.0
350,106.05770586192,0.92470053234,0.2207,0.2121,0.9482765005363719
353,106.06684499174,0.92656231747,0.1653,0.1523,1.0
358,106.0438401726,0.93288736125,0.1392,0.1314,1.0
360,106.06187969405,0.92020189922,0.2827,0.2626,0.9905486764720223
361,106.05289428578,0.93869330202,0.1047,0.0819,0.8185774637644468
364,106.06269349382,0.92049162621,0.0995,0.0918,1.0
365,106.06822415621,0.94406151692,0.1372,0.1285,1.0
368,106.07497285277,0.92573399633,0.0658,0.0613,1.0
372,106.05275073673,0.93903116814,0.1183,0.115,0.7839633445468265
378,106.07829117242,0.94234347589,0.0751,0.0688,1.0
379,106.09075853083,0.93911863994,0.0828,0.0763,1.0
381,106.079592546,0.95252595619,0.1201,0.1131,1.0
382,106.08632791538,0.96535747601,0.1694,0.1569,1.0
384,106.08685281171,0.93963828112,0.0373,0.0347,1.0
388,106.07759298272,0.9628779355,0.0901,0.0913,1.0
393,106.10078914369,0.94990109132,0.0971,0.083,1.0
410,106.07130477405,0.95716983055,0.2678,0.252,1.0
412,106.09141564673,0.95190929546,0.1906,0.1736,1.0
416,106.08188433281,0.9539063609,0.249,0.2334,0.9152485278150533
421,106.07777348651,0.94860197647,0.7322,0.7973,0.7403287760215518
424,106.08196361266,0.94753203845,0.1233,0.1125,1.0
426,106.06470504821,0.94926293449,0.1143,0.1076,1.0
431,106.07562348277,0.94253427534,0.2357,0.2211,1.0
437,105.97812917954,0.90225913925,0.265,0.2492,1.0
439,105.98275025187,0.9014404139,0.1398,0.1305,1.0
453,105.98939182761,0.90037283029,0.2004,0.1914,0.9901809277081202
456,105.96760897615,0.8963640573,0.149,0.1398,1.0
459,105.98233438026,0.88890376439,0.2164,0.1992,0.8824487419176564
460,105.98936669011,0.89394168255,0.2125,0.204,1.0
462,105.98400419797,0.89433183274,0.148,0.1384,0.737381741785191
464,105.97949628446,0.90072067568,0.2003,0.1904,0.7556772600679691
465,105.98257923339,0.89293472197,0.1343,0.1254,0.7749889759049572
466,105.97124008118,0.89777855416,0.1301,0.1239,0.8490713194312267
467,105.97263958667,0.89413193649,0.0594,0.0552,1.0
472,105.9828652062,0.88804015072,0.1606,0.1482,1.0
475,105.97161412684,0.89778001654,0.3377,0.3251,1.0
477,105.97395757207,0.91046987193,0.0805,0.0763,1.0
480,105.95262729416,0.90695907694,0.1799,0.1684,1.0
483,105.96109499517,0.90515073619,0.1625,0.1532,1.0
485,105.9504015307,0.91210876538,0.2499,0.2426,1.0
488,105.94668303105,0.90383940948,0.2019,0.1904,1.0
500,105.94695002037,0.92668562917,0.0862,0.0805,1.0
501,105.95790818721,0.92580746858,0.1474,0.1267,1.0
509,105.93370313019,0.91291636493,0.1036,0.0877,0.739751339537913
514,105.95859288191,0.92093399274,0.1044,0.1006,1.0
519,105.96916200981,0.90985647286,0.1746,0.1591,1.0
522,105.92589710781,0.94127975333,0.16,0.1501,0.9940117777995752
529,105.9207856274,0.9235341838,0.0722,0.0679,0.7378846900668093
532,105.92662748889,0.92906290699,0.1687,0.1588,0.9690862588446146
535,105.93953301252,0.9224827133,0.2311,0.2156,0.9272163136587785
541,105.92911064832,0.94623920335,0.1506,0.1399,1.0
543,105.93851854878,0.93774209759,0.0533,0.0498,1.0
545,105.9267345027,0.94119469293,0.0351,0.0329,1.0
546,105.92762318514,0.93963991622,0.1854,0.1717,0.9185595397154316
550,105.92597135173,0.93458619095,0.2274,0.189,0.7489916197966751
561,105.93299471744,0.92228247929,0.3212,0.2692,0.8554416156483441
569,105.91164505056,0.96134963733,1.1476,1.0807,0.7617160314755345
577,105.90743168753,0.95359290781,0.1438,0.1324,1.0
578,105.91541181205,0.94975003081,0.0349,0.0287,1.0
579,105.92047534062,0.95258671007,0.1523,0.1412,1.0
593,105.90529349344,0.95094305636,0.2108,0.2072,0.9449074550257553
599,105.91967718942,0.95853944033,0.0784,0.073,1.0
603,105.90980940564,0.95748517113,0.0615,0.0506,0.9104382615431954
612,105.98160324744,0.91558216678,0.1616,0.152,0.9045743428732508
615,105.99159772747,0.90467459627,0.0677,0.0636,0.8599465991452919
616,105.9884352499,0.90901487148,0.2358,0.2213,0.8572456481620013
617,105.99660491749,0.90715785432,0.2376,0.233,0.9582094759982512
630,105.99667387215,0.9002215678,0.1856,0.1772,1.0
639,105.98901532387,0.91539907338,0.1363,0.1357,1.0
644,105.99676905305,0.90945462324,0.3211,0.2925,0.8254324046871221
650,106.00475810798,0.92499887298,0.1744,0.1645,1.0
654,105.9908653235,0.92209309785,0.2384,0.2212,1.0
655,105.98992135062,0.9156554424,0.1674,0.1649,0.9696262321707955
656,106.00357793377,0.92499577077,0.2051,0.19,0.8084900256026522
658,105.98154848772,0.90893403545,0.1235,0.1162,1.0
660,106.00249612215,0.91479346593,0.4282,0.3967,0.9891087309115197
661,106.00595569306,0.91530059148,0.2479,0.2309,1.0
665,106.02181389846,0.93704466592,0.0974,0.0917,1.0
666,106.02259067618,0.94041367653,0.1354,0.1286,1.0
667,106.02222327505,0.9357479243,0.1905,0.1747,0.9005380819347979
674,106.0069713022,0.92589850839,0.0435,0.0438,0.8926952536855276
686,106.02320554679,0.92119215389,0.155,0.1437,1.0
687,106.02089582093,0.93881207619,0.1991,0.1922,0.7617160314755345
701,106.01068546136,0.93993927756,0.1242,0.1148,1.0
703,106.00542644384,0.93784724726,0.1534,0.1437,0.7632612362281589
705,106.01266247626,0.92161336416,0.1776,0.1773,1.0
706,106.01254911766,0.91994180617,0.1578,0.1544,1.0
708,106.02220112182,0.94593131528,0.0261,0.0251,0.8830271222505853
709,106.01886558592,0.91796611783,0.1169,0.1093,1.0
715,106.02947606799,0.94095550126,0.3142,0.2883,1.0
716,106.01884854401,0.93219251215,0.1886,0.1725,0.7532422044534369
717,106.02540059666,0.94293713364,0.1764,0.1683,1.0
723,105.95988919529,0.93505916317,0.2236,0.207,1.0
726,105.99141062718,0.9287827299,0.0944,0.0904,1.0
735,105.98673898865,0.9281191021,0.0386,0.0364,0.7975742999342542
736,105.97317317156,0.93302254182,0.0611,0.0524,1.0
738,105.97899812911,0.94054307573,0.1223,0.1033,1.0
743,105.96228025964,0.93021648849,0.1814,0.1799,1.0
744,105.98591182882,0.93559829492,0.0455,0.0427,1.0
745,105.98637845374,0.92566404392,0.1076,0.0973,0.8423030864536735
747,105.98536545257,0.92643514735,0.0255,0.0243,1.0
750,105.96312694728,0.9242795956,0.2025,0.19,1.0
751,105.97964482012,0.9242004721,0.074,0.0736,1.0
753,105.96691415117,0.92693453532,0.1092,0.1026,1.0
755,105.96931494075,0.9194988797,0.1186,0.1118,0.9665637846696729
758,105.96557593367,0.92227083649,0.1568,0.145,1.0
761,105.97750008074,0.92098662669,0.2833,0.2678,1.0
763,105.99719113671,0.93883308723,0.2461,0.2473,1.0
765,105.99871666384,0.96743994643,0.0531,0.0504,0.9350086329381021
766,105.99362922338,0.94195230451,0.0806,0.0773,0.8016678184260045
771,105.99564221512,0.93318025388,0.033,0.0334,1.0
775,106.0130740004,0.9551939518,0.062,0.0576,1.0
778,105.98699758696,0.94941999237,0.1335,0.1287,1.0
779,106.00723311071,0.95101122406,0.0397,0.0377,1.0
787,105.99393698182,0.94083528019,0.1142,0.101,1.0
788,106.01331913304,0.94722755072,0.1261,0.1185,0.8599465991452919
789,106.00537844457,0.94503455358,0.4661,0.4121,1.0
792,106.00997680366,0.95503121963,0.2728,0.2513,1.0
804,105.99062724428,0.94988600739,0.2064,0.19,1.0
810,106.00603901771,0.94580939683,0.1418,0.1314,0.7714257082737843
811,105.99885845963,0.96312032504,0.0447,0.0419,1.0
814,106.01212522115,0.94740679432,0.0368,0.0345,1.0
821,106.04043944779,0.93444876871,0.0922,0.0886,0.9728828876455179
827,106.04447186141,0.94278848507,0.1564,0.1476,0.9867959105346509
828,106.03221871587,0.94253301261,0.0892,0.0849,0.744154300340454
829,106.04744836043,0.96279724015,0.0714,0.0678,1.0
834,106.02553630134,0.9570016262,0.083,0.0784,0.8153648330368113
835,106.03894727618,0.95319341506,0.174,0.1646,1.0
839,106.04096372765,0.95490992754,0.181,0.1719,1.0
841,106.03515004322,0.95016232538,0.2524,0.2337,0.9930009306114786
847,106.03283472221,0.94493907437,0.04,0.0397,1.0
849,106.04851397281,0.94594187772,0.1061,0.0921,1.0
852,106.0369407175,0.94618125472,0.5594,0.5759,1.0
853,106.0444272008,0.94530589652,0.1087,0.1031,1.0
855,106.04692707025,0.94152991284,0.147,0.1381,0.9093444060291713
859,106.03577506931,0.95125215759,0.0993,0.0942,1.0
862,106.03516831446,0.94300746964,0.0707,0.0689,1.0
863,106.0573212117,0.97255598228,0.4366,0.4638,0.8455894191955231
868,106.08191449697,0.96905571908,0.4436,0.4723,0.9095970932464413
869,106.06886627213,0.96862342607,0.097,0.0928,1.0
870,106.07799636447,0.96933113275,0.3173,0.3154,1.0
875,106.044879944,0.96970511684,0.0282,0.027,1.0
876,106.050019069,0.97409515763,0.0886,0.0839,1.0
881,106.0740117313,0.97810932299,0.0403,0.0389,1.0
887,106.05609074361,0.97111859682,0.1409,0.1321,1.0
899,106.05316171135,0.98056510864,0.1185,0.105,0.8947769716849785
900,106.06043219642,0.98050541152,0.0638,0.0622,1.0
902,106.05615420538,0.97640699742,0.1916,0.1781,1.0
903,106.05473633889,0.97791673654,0.6558,0.6779,1.0
906,106.06120207157,0.97336687676,0.0684,0.0656,1.0
913,106.07487792744,0.97464530841,0.1051,0.0994,1.0
915,106.00822086302,0.97046861089,0.1714,0.1445,1.0
917,106.01997027557,0.97302101052,0.0304,0.0251,0.7820655502801015
919,106.03362181417,0.96605773057,0.0796,0.0757,1.0
920,106.00131351403,0.97135438367,0.0414,0.0393,1.0
921,106.00703502841,0.96799247118,0.2068,0.1919,1.0
924,106.02468745378,0.96781457207,0.078,0.0722,1.0
926,106.0050839488,0.96550246496,0.1336,0.1184,1.0
928,106.02180830599,0.9835085155,0.6193,0.4779,0.9672303200323933
929,106.01846612546,0.96626517963,0.2839,0.2407,0.8461984877197316
931,106.02297675005,0.96701495078,0.031,0.0284,1.0
934,106.02074691249,0.97473476563,0.0307,0.0289,1.0
937,106.0261180718,0.97023604871,1.6523,1.5664,0.8513911039442947
943,106.02896506602,0.96096167988,0.0972,0.0937,0.7600874666753595
944,106.00321601547,0.96572701398,0.086,0.0801,1.0
951,106.00711879972,0.97713018815,0.7822,0.7999,0.9498798505634187
952,106.02792166432,0.9729643496,0.2503,0.2173,1.0
955,106.01718965795,0.95396370725,0.0958,0.092,1.0
957,106.00312070991,0.97378446451,0.1198,0.1118,0.8576691277183301
958,106.00220961326,0.97322139859,0.5032,0.521,0.7999315580705567
960,106.01290471593,0.97921742132,0.1218,0.1125,0.9611132771532599
962,106.01551093402,0.98056544004,0.1269,0.118,1.0
963,106.00505051902,0.96914530494,0.06,0.0528,1.0
964,106.02336985734,0.97517360105,0.1308,0.1235,0.9678606917999167
970,106.02327853304,0.97830251607,0.184,0.171,1.0
971,106.03451602776,0.96914944403,0.327,0.286,1.0
972,106.00586963909,0.97490747582,0.0538,0.0535,1.0
973,106.01822560462,0.98326070702,0.1901,0.1744,1.0
975,106.03177613613,0.99163300885,0.0988,0.0918,1.0
976,106.03400147718,0.98889235787,0.0714,0.0626,1.0
983,106.04259613326,0.99419766349,0.0864,0.0762,1.0
986,106.04446742222,1.00114123759,0.0687,0.067,1.0
987,106.05296395978,0.9907912862,0.1465,0.1282,1.0
988,106.02756898951,0.98440438889,0.0539,0.0476,1.0
989,106.0584077759,0.98582010773,0.0693,0.0617,1.0
992,106.03047622396,0.97819191596,0.3167,0.2909,0.8506357198995325
994,106.04727277967,0.99185462364,0.0862,0.0801,1.0
996,106.03964013023,0.99649621653,0.0491,0.0459,1.0
997,106.05176454024,0.99656223829,0.0379,0.0385,1.0
999,106.04392317986,0.98719042976,0.2917,0.2663,0.9970786135084729
1001,106.02039933149,0.98974460501,0.1202,0.1122,1.0
1005,106.03854968029,0.99669919265,0.1474,0.135,1.0
1008,106.03055275704,0.99291984156,0.6792,0.6495,1.0
1010,106.03289318568,0.99209784597,0.4174,0.4388,0.8035306794207387
1011,106.02965154049,0.99257776618,0.1396,0.1291,1.0
1013,106.02966417087,0.99133268815,0.1516,0.1392,1.0
1016,106.04594816811,0.99572153797,0.0312,0.0284,1.0
1019,106.03127339826,0.99481134059,0.6471,0.6582,1.0
1022,106.04917310543,0.98637531867,0.135,0.1162,1.0
1023,106.04081686321,0.99066677879,0.1423,0.1321,1.0
1026,106.04753690045,0.9849990976,0.313,0.2678,0.831330616806303
1028,106.04064908724,0.98001398091,0.1004,0.0842,1.0
1029,106.04136882802,0.98537540094,0.0363,0.034,1.0
1032,106.04702828389,0.9827088874,0.0965,0.0903,0.9303541607149309
1037,105.94194626926,0.95595127348,0.2287,0.2137,1.0
1044,105.94001109164,0.95563122601,0.3579,0.3722,0.9594550997907292
1048,105.94740600759,0.95143669785,0.2482,0.23,0.7880651045674518
1050,105.95028144145,0.93776706978,0.1642,0.1517,1.0
1058,105.95400049825,0.93706483905,0.0417,0.0376,0.7533493701476001
1059,105.94083658257,0.94784763873,0.191,0.1771,0.982771643834102
1062,105.94761010465,0.94584154457,0.2929,0.2758,0.9498235988821507
1064,105.94484874808,0.94437131393,0.029,0.0273,1.0
1065,105.95125387,0.96093481901,0.1205,0.1157,1.0
1066,105.95827034586,0.95384752072,0.0782,0.0748,1.0
1071,105.9516978145,0.93864406647,0.1957,0.1795,0.7569497514166913
1076,105.99250189461,0.97140427214,0.178,0.1621,1.0
1079,105.97750252792,0.95714112116,0.2641,0.2439,1.0
1082,105.98190655083,0.95831779828,0.199,0.1926,1.0
1083,105.97438860891,0.97512819678,0.0535,0.0495,0.8157048505874416
1086,105.97467196567,0.96143692202,0.0724,0.0687,1.0
1089,105.97327660055,0.9732079163,0.1333,0.1221,1.0
1092,105.97672729669,0.95771467223,0.0743,0.0693,0.8060013363059395
1102,105.9693725654,0.97475221366,0.1315,0.1212,1.0
1107,105.96801266037,0.97462988718,0.034,0.0327,0.9357371768652397
1108,105.99183924458,0.96735801596,0.16,0.1487,1.0
1112,105.9205389076,0.97315197813,0.0663,0.0603,0.879073514608901
1113,105.9247516568,0.96068275509,0.2742,0.2533,0.8584462038731006
1115,105.9266156424,0.95579555975,0.2846,0.2222,1.0
1120,105.93777712291,0.95956253688,0.1855,0.1718,1.0
1124,105.92645375098,0.98186318757,0.1337,0.122,0.8366529483341246
1126,105.92697658267,0.98436199005,0.043,0.0398,1.0
1128,105.90937995061,0.97035699971,0.2804,0.2527,0.7874176247693834
1134,105.93731393342,0.96640858438,0.0475,0.0444,0.9868030104978418
1138,105.92137867601,0.97286741228,0.1302,0.1194,0.7861324751290157
1139,105.93954461219,0.97397355161,0.1885,0.1792,1.0
1140,105.9310954571,0.95761677129,0.3429,0.3296,1.0
1142,105.9246812749,0.96216969232,0.0525,0.0477,0.8554416156483441
1146,105.93823376589,0.96255368128,0.3359,0.3131,1.0
1147,105.93389243331,0.9565475422,0.1289,0.1188,1.0
1149,105.93087168967,0.97652873784,0.0564,0.052,0.957774394487425
1152,105.92057562827,0.96736800246,0.1267,0.1138,1.0
1161,105.94930208278,1.00360578518,0.2291,0.2103,0.9050385787828725
1162,105.94198938023,0.9874650448,0.1998,0.1812,0.752777896183538
1165,105.94120418345,0.98787060119,0.1723,0.1575,1.0
1166,105.9442953912,0.99353804354,0.2416,0.2176,0.9222161988190466
1171,105.94396090731,0.99570227187,0.1776,0.1484,1.0
1172,105.93897271117,0.99529338153,0.1863,0.1691,1.0
1174,105.95390681732,0.9863525224,0.206,0.1921,0.7419600425161254
1185,105.96305113119,0.99511965872,0.1308,0.1203,1.0
1186,105.96318461201,0.99670621758,0.1507,0.1384,1.0
1189,105.95461614493,0.97957875559,0.1034,0.0969,1.0
1191,105.94335515757,0.99562213155,0.112,0.1025,1.0
1197,105.97110131424,0.98787954665,0.1641,0.15,1.0
1199,105.96397291937,0.99344737485,0.179,0.1663,0.94545442047968
1200,105.94298297709,0.99366822875,0.849,0.7821,0.8388233552507233
1209,105.95336261891,1.00038372357,0.057,0.0537,1.0
1210,106.00986017043,0.9899841353,0.0363,0.0344,1.0
1212,105.99238690718,0.9979693716,0.0833,0.0774,1.0
1213,105.99325372751,1.0013238114,0.0661,0.0611,1.0
1214,106.00460298964,0.99169422881,0.0574,0.0534,1.0
1215,106.00056833127,0.99477820184,0.0396,0.0373,1.0
1223,105.99853629657,1.00410127676,0.1823,0.1526,1.0
1224,106.00558649702,0.98764463007,0.0591,0.0551,1.0
1225,106.00971595078,0.98951793888,0.1364,0.1337,0.7773643823497716
1230,105.99910144501,0.99709212514,0.495,0.4884,0.8858428962638294
1236,105.99046621805,0.99578763782,0.5192,0.5279,0.8554416156483441
1239,105.99444765924,0.99303544073,0.1822,0.1652,1.0
1240,105.99987956888,0.99045876134,0.0865,0.0798,1.0
1243,105.98114408357,0.99337011197,0.0666,0.0622,1.0
1246,105.97991345982,0.98888537531,0.2359,0.218,1.0
1249,105.99546397055,0.98716109383,0.1047,0.0969,1.0
1257,105.98412437359,0.98609210009,0.1733,0.1584,1.0
1258,105.98580402595,0.98379811445,0.1728,0.1585,1.0
1259,106.00662856771,0.98149301323,0.0679,0.0689,1.0
1262,105.97799171781,0.99076167151,0.0723,0.0675,0.9796150004486233
1263,106.00650962324,0.98617243874,0.2577,0.2423,1.0
1265,105.98150400074,0.9824694283,0.071,0.0667,0.738645108495973
1266,105.99339230001,0.98918776644,0.1823,0.1667,1.0
1267,105.99521953604,0.97671585802,0.1954,0.1773,1.0
1270,105.9870131687,0.99628312875,0.0471,0.0438,1.0
1271,105.99044121566,0.99293048417,0.0891,0.0822,1.0
1272,105.99685877114,0.98345972404,0.164,0.1479,0.7369158125063971
1273,105.99546146207,0.97474497209,0.1725,0.1578,1.0
1280,106.0053048171,1.01390133747,0.1948,0.1763,1.0
1281,106.02006244711,1.00127694617,0.0511,0.0497,1.0
1282,106.0041757273,1.0137810076,0.0333,0.031,1.0
1284,106.00818148136,1.00108033564,0.1985,0.1797,1.0
1285,106.00750794248,1.01326413141,0.1198,0.11,1.0
1286,106.01064168491,1.00103970717,0.0447,0.042,1.0
1291,106.01825060027,1.01448355578,0.0332,0.0311,1.0
1292,106.03875074865,1.00649546591,0.4584,0.4769,1.0
1293,106.02449140192,1.00978620408,0.0246,0.023,1.0
1295,106.01811448147,1.0221205072,0.0394,0.0369,1.0
1296,106.03595088819,1.00590709485,0.1096,0.1023,1.0
1298,106.03225883507,1.01360029652,0.0339,0.0342,1.0
1299,106.02817973477,1.01454265785,0.6136,0.6168,0.7961559182733811
1301,106.02880784698,1.0142133528,0.042,0.039,1.0
1303,106.02041740552,1.01507251509,0.0452,0.0418,1.0
1304,106.01884362897,1.01577206641,0.0388,0.0359,1.0
1306,106.01579171371,1.02086351931,0.0833,0.076,1.0
1308,106.00545376755,1.00089907175,0.1921,0.1762,0.8455894191955231
1309,105.99775663491,1.00618194047,0.3268,0.3098,1.0
1319,106.01228843618,1.02076828016,0.0451,0.0419,1.0
1321,106.01528959569,1.02296424569,0.2024,0.1824,1.0
1323,106.01483662731,1.00590616387,0.1878,0.1714,1.0
1325,106.02015949,1.02013825309,0.0831,0.0761,1.0
1326,106.02672455069,1.01428161387,0.184,0.1654,0.9479930380704902
1329,106.02407764614,1.01862228686,0.2334,0.2105,1.0
1331,106.00436702953,1.01336335443,0.0652,0.0607,1.0
1332,106.01479496135,1.01521052792,0.1265,0.1156,1.0
1334,106.01714667834,0.99985439072,0.0294,0.0276,1.0
1337,106.0171790015,1.00880039617,0.2067,0.1894,1.0
1338,106.02924426829,1.00992262838,0.1252,0.1216,0.768531703323115
1343,106.02424658791,1.01102844993,0.0718,0.0664,1.0
1344,106.03495867327,1.01070377432,0.9509,0.9412,0.89792956347229
1347,106.03538299258,1.00504887991,0.2535,0.2317,0.8238810502237266
1348,106.0339722819,1.01188454055,0.1283,0.1214,1.0
1349,106.01570691377,1.02053392143,0.1158,0.1069,1.0
1350,106.01924832215,1.01794246987,0.817,0.7864,0.7617160314755345
1351,106.01568530875,1.00411264884,0.0234,0.0219,1.0
1352,106.00321770322,1.00856264199,0.0802,0.0744,0.8764213399463989
1353,106.01583023122,1.02145069929,0.4607,0.4532,1.0
1356,105.98887315135,1.00193999309,0.0335,0.0311,1.0
1357,105.98436785946,1.00555320181,0.0336,0.0311,1.0
1362,105.98155078177,1.00357363096,0.3623,0.328,1.0
1365,105.9694035504,1.00508059219,0.2102,0.1924,1.0
1367,105.97957557604,1.00337859748,0.0566,0.0503,1.0
1369,105.96585188105,1.00309277309,0.7835,0.7487,0.7434809903534745
1372,105.96812571481,1.01787345445,0.0392,0.0371,1.0
1373,105.98423576296,1.00963247748,0.0607,0.0558,1.0
1378,105.97475597446,1.00777336033,0.3476,0.3365,0.8657070470566645
1389,105.97701338085,0.99545505592,0.1397,0.1285,1.0
1391,105.97565966446,0.9912388668,0.1484,0.1417,1.0
1395,105.97568921574,1.01479913985,0.0731,0.0674,1.0
1400,105.97479916578,0.99094814336,0.1765,0.1621,1.0
1401,105.97183962739,1.01033355947,0.0987,0.0909,1.0
1403,105.97993121204,1.00180158342,0.0418,0.0362,1.0
1406,105.98150253115,0.99806223788,0.1212,0.1109,0.9479141487041013
1407,105.96542869495,1.00919910956,0.2103,0.1915,1.0
1412,105.97788953277,1.02600772813,0.1206,0.1105,1.0
1413,105.9896311486,1.01682425029,0.0518,0.0466,0.7373873012163757
1416,105.99180147732,1.02838215995,0.0448,0.0418,1.0
1417,106.01541004433,1.02515306339,0.2242,0.2039,1.0
1418,105.99053762113,1.03821740093,0.0419,0.0393,1.0
1419,105.98914274117,1.03659569308,0.0915,0.0841,0.9659855692352823
1421,105.99558329778,1.01563019529,0.1357,0.1235,1.0
1423,105.98329561084,1.03012235127,0.0526,0.0488,1.0
1424,105.99942474982,1.01669138084,0.1884,0.1702,1.0
1425,106.00075047362,1.01391036859,0.0322,0.0302,1.0
1427,106.00805845999,1.01955154396,0.0541,0.0529,1.0
1428,105.99319050345,1.03743806595,0.192,0.1743,1.0
1431,105.99686494984,1.02644696617,0.0574,0.0532,1.0
1432,105.99440711911,1.02703664588,0.1137,0.1053,1.0
1433,105.99889867017,1.03396823696,0.2682,0.2419,1.0
1434,106.00208579017,1.03586989088,0.0273,0.0255,1.0
1437,105.98978188153,1.02469596084,0.0382,0.0357,1.0
