,RA_ICRS,DE_ICRS,e_RA_ICRS,e_DE_ICRS,mem_prob
1585,109.24761719041,13.89877281192,0.3518,0.3012,1.0
1591,109.26585574813,13.89471292284,0.6347,0.5403,0.7167734730846826
1594,109.2589532882,13.89256822022,0.4423,0.3765,0.6305572678740786
1600,109.27446672879,13.89476855059,0.0758,0.0583,0.6248078159296676
1608,109.22290637021,13.90792799495,0.7664,0.603,1.0
1609,109.23319410076,13.90520045806,0.1082,0.0929,0.8161176761087281
1614,109.25100260273,13.91601842812,0.2295,0.2004,0.8444026256192264
1616,109.24730793246,13.92065333107,0.3809,0.3255,0.9962478546249393
1619,109.24000696796,13.9199309905,0.042,0.0323,0.8030308540344615
1621,109.24944932731,13.90615197191,0.6086,0.5163,0.9569315665768378
1625,109.25094164843,13.92569303391,0.3338,0.2638,0.7147967761855377
1629,109.09430900513,13.80456283345,0.3613,0.2887,0.8387947374928406
1634,109.09635118356,13.83266628808,0.3864,0.3026,0.7581762984636157
1636,109.09150639091,13.82648906122,0.0431,0.0356,0.7446653698700817
1639,109.0926884473,13.81992383866,0.2112,0.1687,0.6709461336627679
1641,109.11022932162,13.82365572754,0.281,0.2008,0.935791470265193
1642,109.0864968756,13.81819534799,0.2261,0.1963,0.838349149511727
1643,109.10635053245,13.83582987784,0.444,0.3584,0.6481627412606425
1647,109.12568255686,13.83509999079,0.1179,0.0919,0.8529024822902534
1648,109.12505009736,13.8353461127,0.0291,0.0218,0.7521663730442426
1649,109.11746696315,13.84056559468,0.1076,0.0887,0.6562879881284602
1650,109.10017941658,13.84173424354,0.3707,0.3158,0.7200548024137264
1651,109.11731224589,13.82538266197,0.1621,0.1393,0.7615165598488719
1653,109.13275233338,13.84262933524,0.5527,0.4132,0.7792117263568364
1655,109.14363290614,13.84800147383,0.4192,0.3138,1.0
1660,109.12385507665,13.86538059639,0.3393,0.2727,0.7592479331796178
1662,109.14027433994,13.84593548415,0.0489,0.0375,0.9051787439638708
1667,109.10955116286,13.86120501119,0.3946,0.3143,0.8920903834754766
1669,109.09868981044,13.8469092022,0.1373,0.1176,0.6438419046613884
1671,109.09389330791,13.84418740302,0.0816,0.0692,0.7325094033929155
1673,109.12355455226,13.87027257932,0.1312,0.1095,0.7821930752010832
1678,109.12552641772,13.8864281112,0.1229,0.1017,0.961116580429722
1679,109.17092211193,13.88422082009,0.1006,0.0848,0.8443427563731424
1684,109.17200834632,13.87728303702,0.3082,0.2619,0.8049974050115263
1686,109.1628308369,13.86455887273,0.05,0.0387,0.6510901354105432
1692,109.15393316221,13.8930849236,0.2183,0.1843,0.7316101674952099
1698,109.16135612289,13.88377441298,0.3674,0.3009,1.0
1700,109.1713047339,13.89914061336,0.1224,0.1019,0.8515705385180344
1706,109.16554426863,13.90367009325,0.2038,0.1702,0.9323006949475388
1708,109.18317179823,13.89926384779,0.1496,0.1291,0.7120375201854998
1713,109.18076493027,13.90448697555,0.3153,0.2521,0.6771758269291852
1717,109.13851678763,13.89963554642,0.2535,0.2018,0.8688457543464005
1720,109.15739509863,13.90998502979,0.0434,0.0363,0.9415992743048051
1725,109.21446118511,13.91632468459,0.0481,0.0405,0.9050411679679793
1732,109.19607241294,13.92308402039,0.0567,0.0485,0.7935928728847951
1744,109.33845443452,13.87875891314,0.3081,0.2591,0.988527385015052
1746,109.33744405413,13.87878466472,0.1836,0.1598,0.9201957408959747
1755,109.34769994153,13.8985144322,0.2461,0.2152,1.0
1756,109.35204587664,13.90298862872,0.2361,0.2043,0.9704672118681213
1760,109.30720861843,13.90789158465,0.2368,0.2082,0.9685243551012127
