,Mreal,Mobs,e_mag,group
63,14.131999969482422,-9.88538410993052,0.023,0.0
64,14.980999946594238,-9.383047477012546,0.066,0.0
65,14.638999938964844,-9.384892144240117,0.017,0.0
66,14.934000015258789,-8.998039754584289,0.015,0.0
67,16.49799919128418,-7.746383087165604,0.097,0.0
68,15.232999801635742,-8.739881035943869,0.031,0.0
69,15.564000129699707,-8.669312461174426,0.006,0.0
70,13.619999885559082,-10.331666780100353,0.018,0.0
71,16.23200035095215,-8.048750923316847,0.044,0.0
72,15.800999641418457,-8.455640007973459,0.041,0.0
73,13.432000160217285,-9.737811830773644,0.025,0.0
74,16.865999221801758,-7.505841927057863,0.017,0.0
75,13.432000160217285,-10.15535513277339,0.025,0.0
76,15.647000312805176,-8.490039394461135,0.023,0.0
77,14.076000213623047,-9.864970891734215,0.014,0.0
78,14.076000213623047,-7.675055661367511,0.014,1.0
79,13.614999771118164,-7.516736099313035,0.015,1.0
80,13.880999565124512,-10.07659904799864,0.016,0.0
81,13.614999771118164,-10.669158640772993,0.015,0.0
82,13.880999565124512,-7.0825890806909895,0.016,1.0
83,14.121000289916992,-9.821604650546016,0.027,0.0
84,14.135000228881836,-9.814892860197103,0.019,0.0
85,13.154000282287598,-10.874969216235941,0.016,0.0
86,13.944999694824219,-10.305597810923015,0.012,0.0
87,13.866000175476074,-9.32282158662536,0.034,0.0
88,13.154000282287598,-6.761646291476011,0.016,-1.0
89,13.866000175476074,-9.544684287778031,0.034,0.0
90,16.41200065612793,-7.95101899520088,0.021,0.0
91,14.4399995803833,-9.621122518529276,0.048,0.0
92,15.73799991607666,-8.307380540146854,0.011,0.0
93,14.097000122070312,-9.607460168606094,0.023,0.0
94,14.097000122070312,-9.28754681566586,0.023,0.0
95,15.73799991607666,-7.850724006458937,0.011,0.0
96,15.79699993133545,-8.35695796793993,0.006,0.0
97,14.951000213623047,-8.858483119463166,0.023,0.0
98,16.027999877929688,-7.896638205841907,0.039,0.0
99,15.503000259399414,-8.637250723739223,0.024,0.0
100,14.951000213623047,-8.096069472464837,0.023,1.0
101,14.675000190734863,-9.369822006527473,0.027,0.0
102,16.027999877929688,-7.152668179607501,0.039,0.0
103,16.308000564575195,-7.949702203879552,0.031,0.0
104,14.204999923706055,-9.507537148688987,0.037,0.0
105,14.395999908447266,-9.59735229179482,0.054,0.0
106,14.753000259399414,-7.3792563496341215,0.017,1.0
107,14.829999923706055,-8.196907626373804,0.006,1.0
108,12.97700023651123,-9.301899643177489,0.033,-1.0
109,14.32800006866455,-9.092377886454393,0.19,0.0
110,12.97700023651123,-10.844498021602762,0.033,0.0
111,14.829999923706055,-8.87664009107215,0.006,0.0
112,14.932999610900879,-9.215779021297635,0.028,0.0
113,13.3100004196167,-8.256825671125343,0.033,-1.0
114,13.3100004196167,-10.58656068113361,0.033,0.0
115,15.904000282287598,-6.652499210071108,0.025,-1.0
116,14.980999946594238,-9.081091533736533,0.02,0.0
117,14.25100040435791,-8.122444379291649,0.043,1.0
118,14.25100040435791,-9.874732583008774,0.043,0.0
119,15.904000282287598,-7.851633866237361,0.025,0.0
120,15.904000282287598,-7.55400200768551,0.025,0.0
121,14.82699966430664,-9.22369320562149,0.02,0.0
122,14.279000282287598,-8.532456649872717,0.053,1.0
123,17.969999313354492,-7.11899477326695,0.246,-1.0
124,14.279000282287598,-8.279342941466199,0.053,1.0
125,14.279000282287598,-9.166217143894572,0.053,0.0
126,14.279000282287598,-6.685746773889,0.053,1.0
127,13.690999984741211,-10.30511810195365,0.023,0.0
128,14.449000358581543,-9.512326199340354,0.017,0.0
129,14.449000358581543,-7.34829434278487,0.017,1.0
130,14.605999946594238,-7.021748309038033,0.013,1.0
131,14.605999946594238,-9.648420400761614,0.013,0.0
132,16.177000045776367,-8.167482483015819,0.053,0.0
133,14.906999588012695,-7.644219800537769,0.097,1.0
134,14.461000442504883,-9.619740760519903,0.072,0.0
135,14.906999588012695,-7.638167042879416,0.097,1.0
136,15.173999786376953,-9.089794833268986,0.02,0.0
137,14.906999588012695,-8.976847615263507,0.097,0.0
138,15.013999938964844,-9.221177997963707,0.015,0.0
139,16.101999282836914,-8.341568252869322,0.05,0.0
140,14.913999557495117,-9.570289845746581,0.157,0.0
141,14.746999740600586,-9.3330624725302,0.013,0.0
142,16.152999877929688,-8.168381425950548,0.067,0.0
143,13.767999649047852,-9.309070652808481,0.007,0.0
144,15.708000183105469,-8.490590064599823,0.02,0.0
145,13.902999877929688,-10.21089172173969,0.063,0.0
146,16.60700035095215,-7.759388001576683,0.008,0.0
147,13.883000373840332,-10.170890501931275,0.023,0.0
148,15.017999649047852,-9.037088227388084,0.026,0.0
149,15.22700023651123,-8.897714752178661,0.011,0.0
150,16.57200050354004,-7.783658123397982,0.06,0.0
151,15.265999794006348,-8.834297278437395,0.026,0.0
152,16.368000030517578,-7.926008172748105,0.027,0.0
