 #
 #
 # Mini age(Gyr) Teff logg logL/Lo
  0.100000001       1.70203566E-06   2798.00000       2.42000008     -0.231018767    
  0.100000001       2.79133837E-06   2802.00000       2.44000006     -0.240657821    
  0.100000001       4.15296699E-06   2808.00000       2.45000005     -0.252109110    
  0.100000001       5.85500266E-06   2815.00000       2.47000003     -0.265696347    
  0.100000001       7.98254678E-06   2822.00000       2.49000001     -0.281650275    
  0.100000001       1.06419775E-05   2831.00000       2.50999999     -0.300213426    
  0.100000001       1.39662652E-05   2844.00000       2.53999996     -0.321587235    
  0.100000001       1.81216274E-05   2856.00000       2.56999993     -0.345934212    
  0.100000001       2.33158262E-05   2870.00000       2.60999990     -0.373348653    
  0.100000001       2.98085779E-05   2884.00000       2.65000010     -0.403890252    
  0.100000001       3.79245139E-05   2900.00000       2.69000006     -0.437533438    
  0.100000001       4.80694362E-05   2917.00000       2.74000001     -0.474200040    
  0.100000001       6.07505899E-05   2923.00000       2.78999996     -0.486140758    
  0.100000001       7.66020312E-05   2942.00000       2.84999990     -0.529511571    
  0.100000001       9.64163337E-05   2963.00000       2.91000009     -0.575389445    
  0.100000001       1.21184210E-04   2984.00000       2.97000003     -0.623506963    
  0.100000001       1.52144057E-04   3003.00000       3.03999996     -0.673653901    
  0.100000001       1.90843872E-04   3021.00000       3.09999990     -0.725592732    
  0.100000001       2.39218629E-04   3038.00000       3.17000008     -0.778930247    
  0.100000001       2.99687090E-04   3057.00000       3.24000001     -0.832989991    
  0.100000001       3.75272648E-04   3072.00000       3.29999995     -0.885372341    
  0.100000001       4.69754596E-04   3085.00000       3.34999990     -0.930317104    
  0.100000001       5.87857037E-04   3095.00000       3.39000010     -0.961066067    
  0.100000001       7.35485111E-04   3099.00000       3.41000009     -0.977559268    
  0.100000001       9.20020160E-04   3102.00000       3.42000008     -0.985760987    
  0.100000001       1.15068897E-03   3103.00000       3.43000007     -0.991123199    
  0.100000001       1.36714405E-03   3104.00000       3.43000007     -0.996190608    
  0.100000001       1.56179513E-03   3105.00000       3.44000006      -1.00125694    
  0.100000001       1.73689250E-03   3107.00000       3.45000005      -1.00629044    
  0.100000001       1.89452595E-03   3108.00000       3.45000005      -1.01128507    
  0.100000001       2.03657313E-03   3109.00000       3.46000004      -1.01623392    
  0.100000001       2.16470496E-03   3111.00000       3.46000004      -1.02113962    
  0.100000001       2.28041131E-03   3112.00000       3.47000003      -1.02599978    
  0.100000001       2.38501420E-03   3113.00000       3.47000003      -1.03080785    
  0.100000001       2.47969152E-03   3114.00000       3.48000002      -1.03556120    
  0.100000001       2.56548985E-03   3115.00000       3.49000001      -1.04026234    
  0.100000001       2.64334376E-03   3116.00000       3.49000001      -1.04489946    
  0.100000001       2.71408539E-03   3117.00000       3.50000000      -1.04947448    
  0.100000001       2.77845701E-03   3119.00000       3.50000000      -1.05398023    
  0.100000001       2.83711869E-03   3120.00000       3.50999999      -1.05842400    
  0.100000001       2.89066019E-03   3121.00000       3.50999999      -1.06279314    
  0.100000001       2.93960678E-03   3122.00000       3.51999998      -1.06708503    
  0.100000001       2.98442785E-03   3123.00000       3.51999998      -1.07130206    
  0.100000001       3.02554131E-03   3124.00000       3.52999997      -1.07544160    
  0.100000001       3.06331879E-03   3125.00000       3.52999997      -1.07949579    
  0.100000001       3.09809460E-03   3125.00000       3.53999996      -1.08346188    
  0.100000001       3.13016656E-03   3126.00000       3.53999996      -1.08734226    
  0.100000001       3.15980148E-03   3127.00000       3.54999995      -1.09113979    
  0.100000001       3.18723475E-03   3128.00000       3.54999995      -1.09484661    
  0.100000001       3.21267894E-03   3129.00000       3.55999994      -1.09846544    
  0.100000001       3.23632360E-03   3130.00000       3.55999994      -1.10198820    
  0.100000001       3.25833797E-03   3130.00000       3.55999994      -1.10542369    
  0.100000001       3.27887433E-03   3131.00000       3.56999993      -1.10877490    
  0.100000001       3.29806795E-03   3132.00000       3.56999993      -1.11202848    
  0.100000001       3.31604108E-03   3132.00000       3.56999993      -1.11519897    
  0.100000001       3.33290244E-03   3133.00000       3.57999992      -1.11827874    
  0.100000001       3.34874983E-03   3134.00000       3.57999992      -1.12127149    
  0.100000001       3.36367195E-03   3134.00000       3.58999991      -1.12418664    
  0.100000001       3.37774772E-03   3135.00000       3.58999991      -1.12701094    
  0.100000001       3.39104817E-03   3135.00000       3.58999991      -1.12974834    
  0.100000001       3.40363826E-03   3136.00000       3.59999990      -1.13241470    
  0.100000001       3.41557502E-03   3136.00000       3.59999990      -1.13499677    
  0.100000001       3.42691131E-03   3137.00000       3.59999990      -1.13749897    
  0.100000001       3.43769393E-03   3137.00000       3.59999990      -1.13993168    
  0.100000001       3.44796595E-03   3138.00000       3.60999990      -1.14229965    
  0.100000001       3.45776579E-03   3138.00000       3.60999990      -1.14458990    
  0.100000001       3.46712884E-03   3139.00000       3.60999990      -1.14681304    
  0.100000001       3.47608700E-03   3139.00000       3.60999990      -1.14896798    
  0.100000001       3.48466961E-03   3140.00000       3.61999989      -1.15106618    
  0.100000001       3.49290250E-03   3140.00000       3.61999989      -1.15310025    
  0.100000001       3.50081082E-03   3140.00000       3.61999989      -1.15506947    
  0.100000001       3.50841577E-03   3141.00000       3.61999989      -1.15698540    
  0.100000001       3.51573783E-03   3141.00000       3.63000011      -1.15884089    
  0.100000001       3.52279539E-03   3142.00000       3.63000011      -1.16065395    
  0.100000001       3.52960546E-03   3142.00000       3.63000011      -1.16240525    
  0.100000001       3.53618385E-03   3142.00000       3.63000011      -1.16411293    
  0.100000001       3.54254432E-03   3143.00000       3.63000011      -1.16577005    
  0.100000001       3.54870036E-03   3144.00000       3.64000010      -1.16738248    
  0.100000001       3.55466385E-03   3144.00000       3.64000010      -1.16895604    
  0.100000001       3.56044597E-03   3145.00000       3.64000010      -1.17048395    
  0.100000001       3.56605696E-03   3146.00000       3.64000010      -1.17196560    
  0.100000001       3.57150682E-03   3147.00000       3.64000010      -1.17341340    
  0.100000001       3.57680395E-03   3147.00000       3.64000010      -1.17482066    
  0.100000001       3.58195673E-03   3148.00000       3.65000010      -1.17619336    
  0.100000001       3.58697260E-03   3148.00000       3.65000010      -1.17753112    
  0.100000001       3.59185855E-03   3148.00000       3.65000010      -1.17883372    
  0.100000001       3.59662157E-03   3148.00000       3.65000010      -1.18010747    
  0.100000001       3.60126724E-03   3149.00000       3.65000010      -1.18134534    
  0.100000001       3.60580161E-03   3149.00000       3.65000010      -1.18255365    
  0.100000001       3.61022982E-03   3149.00000       3.66000009      -1.18373883    
  0.100000001       3.61455674E-03   3149.00000       3.66000009      -1.18489397    
  0.100000001       3.61878728E-03   3150.00000       3.66000009      -1.18601894    
  0.100000001       3.62292584E-03   3150.00000       3.66000009      -1.18712676    
  0.100000001       3.62697593E-03   3150.00000       3.66000009      -1.18820393    
