,Vmag,Bmag
165,-11.007801043288442,-10.511520117220755
166,-8.175193999768808,-7.261813717081882
167,-9.539705231758017,-8.411714149448112
168,-8.031737806787692,-7.134241969491573
169,-8.976908356466417,-8.075083544920593
170,-9.432249641991472,-8.53127857267395
171,-8.414083367837732,-7.693783101293015
172,-8.631251686103386,-7.973396817861883
173,-8.69083574924108,-7.132957985981415
174,-7.928329956130476,-7.093992404994047
175,-8.574107021933049,-7.838120933951915
176,-9.169249583938651,-8.424788923375178
177,-10.928158954989463,-9.907996648269508
178,-8.858956402851023,-7.352146710363808
179,-8.703664638145304,-8.098866337574817
180,-9.889402762193239,-9.426930128681295
181,-10.804623732090981,-10.330867265363272
182,-9.220147146255993,-8.766245399418095
183,-9.182645295736604,-8.585194832311089
184,-8.043704846713602,-7.3870059074992325
185,-8.453991993395407,-7.452989613054602
186,-9.28218868949459,-8.57767729760761
187,-8.475637432363884,-7.068527563578178
188,-8.159059957004974,-7.392503437471415
189,-7.916579900875167,-6.903394446860909
190,-10.54972164216381,-10.030927993560361
191,-9.612968650126042,-9.117801688814566
192,-9.01073701854412,-7.553072758864254
193,-8.42143078780532,-7.604984483759383
194,-9.933607648920322,-7.44089361982473
195,-8.531418785529,-7.698059949477445
196,-10.738555713182418,-10.252589692815253
197,-12.046936200069249,-10.841626174655985
198,-10.660154227752138,-9.997405519466685
199,-8.754911539237485,-8.223349748571847
200,-8.340544488446248,-7.595362748862502
201,-9.285260359239928,-8.61428867284324
202,-8.036246658727396,-7.150459746904621
203,-8.057468907085532,-6.712324394050601
204,-10.365874856026096,-9.995417128719822
205,-11.677305573137941,-11.062966923171473
206,-11.499710862532995,-10.488321059555064
207,-9.959698535369801,-9.467165364651214
208,-8.97652205856277,-8.344662175353225
209,-10.13909534275706,-9.699837040652655
210,-9.686211638620938,-9.050665161332267
211,-8.99877391129666,-7.933280502956239
212,-9.840812689985874,-9.380775583541842
213,-10.254511261242127,-9.777274813029162
214,-8.923251706137135,-8.35976516682802
215,-10.774671124056274,-9.76345230675221
216,-9.876609946875229,-9.427959355832648
217,-10.187745412954424,-9.785743262436647
218,-8.479960127609221,-7.844892593384426
219,-9.834473419651651,-9.412824697366512
220,-8.550401917410273,-7.847676098202916
221,-8.159866663033537,-7.446846830603521
222,-9.158059762456746,-8.28400781397028
223,-8.944163634105239,-8.411112144934826
224,-9.420981286748166,-8.981700022480661
225,-8.669449223172036,-7.875616970123472
226,-9.378591503056452,-8.732821999295897
227,-8.844405380616442,-8.09953557915078
228,-8.842478976221116,-8.380286910085836
229,-8.843032974201464,-7.959963487479381
230,-9.987325035401431,-9.523358164717044
231,-8.029019596694798,-6.839675878447643
232,-8.955754361413783,-8.523145428098696
233,-9.133072606581665,-7.928680964442134
234,-9.987158494763875,-9.501384132733598
235,-8.815940311198723,-8.175833917336888
236,-8.979832527349917,-6.853613591204823
237,-7.859478821004425,-7.068317674709526
238,-8.113778861665535,-7.508483157248952
239,-9.995532813989694,-9.667327119456678
240,-8.355823300355413,-7.880568617664875
241,-8.116402068833569,-7.541697570704096
242,-10.19557398121642,-9.748120558492774
243,-7.647885185363332,-7.199835344095158
244,-8.901845061972516,-8.218389447365558
245,-9.95434061812829,-9.445116933130983
246,-9.633482632194356,-9.233150238108363
247,-11.559302209136906,-11.040239921015738
248,-9.472205723454218,-8.98857507349592
249,-9.463058258267017,-8.640750080414048
250,-7.82641793265903,-6.758952347023415
251,-10.224094636703523,-9.338268306771697
252,-8.921047407020628,-8.185375468533804
253,-9.983380800209241,-9.527537454859056
254,-10.659512486899352,-10.025297403501776
255,-8.103906818462113,-6.433698869354966
256,-9.108383488041373,-8.663317344610933
257,-8.30759971887103,-7.10743038074877
258,-8.483845779173881,-7.015964880019782
259,-9.971819985350434,-8.540267924984198
260,-8.924932099081172,-8.31981651013162
261,-8.137871632191159,-7.296220929408052
262,-8.74615918603122,-8.134205151926754
263,-11.138940600189478,-10.778269744093185
264,-11.91087759302858,-10.766666603753617
265,-8.790374833824913,-8.187830070739041
266,-9.809342304557179,-9.20671114648123
267,-9.70774195058377,-8.207677640721515
268,-8.552488637143659,-7.003576584478159
269,-7.8595248919563785,-6.72006386129147
270,-9.922700844183131,-9.268139836032914
271,-11.07623783556228,-10.030967362566102
272,-9.777014680885248,-8.796009397561651
273,-8.985643248496888,-7.828999025190798
274,-9.55112564011967,-8.968293124554265
275,-8.694043472784681,-7.46767126762966
276,-9.977361684756577,-9.348226767821936
277,-9.26275434383646,-8.60999528101984
278,-8.85400976374881,-8.321612460556105
279,-9.774527619258032,-9.311227745173415
280,-9.706531245769542,-9.232611509544915
281,-9.773426146118226,-8.938683705229415
282,-8.819733802787844,-8.211486859046639
283,-9.475025669474519,-8.636137699958047
284,-8.580457772105778,-6.877330288913701
285,-11.027387546335143,-10.471786098386033
286,-10.141616581643344,-9.66647458101625
287,-9.423407654152225,-9.803868843228926
288,-8.470535355514588,-7.130307377349609
289,-10.774689734121788,-9.803868843228926
290,-8.5610058985909,-7.683070719267154
291,-8.841251740899713,-8.18236767848285
292,-8.541335209300735,-7.111060563571784
293,-9.667301915558623,-9.044221441294045
294,-8.542226821076481,-7.318464179677379
295,-10.951383484526145,-9.94478305547082
296,-8.877056898527597,-7.561034566728227
297,-10.345666144264499,-9.773317863851855
298,-8.902300406188276,-7.512595976649413
299,-9.289376456434882,-8.219820018806612
300,-9.770972344435426,-9.209409362581265
301,-9.685562652819058,-9.087294926569685
302,-8.926482942840954,-7.489815751164905
303,-8.161666695238374,-7.092063463558054
304,-10.173353169984727,-9.348823186335371
305,-8.911122161711852,-8.257541950432492
306,-8.978571260282628,-8.326692915524397
307,-8.834492405230607,-7.397046299555404
308,-8.142700132923173,-7.170676339115031
309,-9.20133121586882,-8.371698840196247
310,-10.370925071203379,-9.922034595036438
311,-10.436057506948108,-9.714129378541475
312,-9.271460311631735,-8.329689304160528
313,-8.987395537827837,-8.17189100899493
314,-10.081978722702626,-9.466472818888027
315,-8.07922023979055,-7.961346543524987
316,-8.651479684166997,-7.961346543524987
317,-9.49772700959302,-8.823548415360742
318,-9.813380598093442,-8.670180252101128
319,-10.058479026413178,-9.444799145630503
320,-9.229122594967157,-8.558005039824751
321,-9.425330235430673,-8.067686262611222
322,-11.501606562171908,-10.360385842659216
323,-8.446775446198583,-7.211489860637929
324,-9.039224453231752,-7.7473404056148425
325,-8.842106932374813,-7.677091851324772
326,-8.425412394408106,-7.473973971269084
327,-8.419414291324278,-7.063993269151661
328,-10.937412913196411,-10.332111297978095
329,-10.05732512077598,-9.147390524384903
330,-9.64009740739435,-9.004981528910088
331,-8.271162894781785,-7.382976714747227
332,-8.880022102907034,-7.72365546640684
333,-8.41073629988835,-7.512323234729826
334,-8.922755876945097,-7.1731542663069305
335,-8.727927067907729,-7.779133974714073
336,-9.533225889344438,-8.93072984161103
337,-8.711246263509727,-7.889937315625842
338,-7.928146535317144,-3.188769142955325
339,-7.447435770943393,
