,Vmag,Bmag
0,-8.498172703616424,
1,-8.406265099245863,
2,-8.862356819525369,-6.631741454623827
3,-10.02554362626958,-9.15284241443783
4,-9.654502144100118,-8.706867104549172
5,-9.529549689501662,-8.080937051861218
6,-8.995317262438215,-7.614242459243012
7,-9.34658452702611,-8.411053047858408
8,-9.139781153314097,-7.495278589616468
9,-8.948740776453327,-6.715881208255125
10,-9.877792977914828,-9.16999488575602
11,-9.313584434397734,-8.352456782217262
12,-9.651773338010093,-8.617690371756868
13,-10.442215452855503,-9.813348906154722
14,-9.412953580944803,-8.081161671174167
15,-9.032635349371981,-7.685948350149836
16,-11.658543399263813,-10.490140169635433
17,-8.92670000516404,-7.506979015369972
18,-9.46530309561393,-7.956006909468653
19,-8.840913914668176,-6.90272980629501
20,-12.05928878243074,-11.32756086911662
21,-8.868821660897453,-7.3249981982665835
22,-9.63398709117325,-8.304326372255908
23,-9.098852622845733,-8.103292138422914
24,-9.398368115690664,-8.103292138422914
25,-12.095408755656308,-11.481840241995712
26,-10.12183433325183,-9.09190141902746
27,-14.470329800869896,-14.169397658005112
28,-9.015426631278993,-7.270224315371603
29,-10.56961978043141,-9.704226867556175
30,-10.605326062501089,-9.743060749299842
31,-9.8028920546293,-8.942073569256856
32,-10.700898817346243,-9.510094487550193
33,-9.215698274216273,-7.389485202447249
34,-9.346857489352136,-8.497765168912053
35,-11.089027083125009,-10.033214094587443
36,-10.380191886637258,-9.606953634553783
37,-9.017785376036539,-7.914368630674067
38,-9.228701567335618,-7.730647601432533
39,-9.022217535437502,-8.078004147346888
40,-8.634424963183356,-7.0311239789469715
41,-11.429611874944683,-10.338484324238841
42,-8.836926616872148,-7.334552781517445
43,-9.938918672403775,-9.295749362195275
44,-9.483870712102945,-8.684920704819337
45,-11.692503540455881,-10.936975399637554
46,-10.672122005867774,-9.902462247344502
47,-9.291865923135743,-7.557184354328252
48,-9.713945462319792,-8.836839118451234
49,-8.53936573570402,-7.021561386571541
50,-9.45773559355615,-8.473453216951365
51,-9.010279102061014,-7.3731323117669225
52,-12.617415680698949,-12.082510342584925
53,-9.983635690247532,-9.084943652933116
54,-8.864942550191182,-7.3731323117669225
55,-12.762559964647181,-11.961510098468079
56,-9.144196136173896,-7.835109942987735
57,-11.537459872440053,-11.069227690081497
58,-10.426493291889622,-9.80240069715116
59,-9.136627130423626,-7.983305116906524
60,-10.628384303636246,-9.238542416843794
61,-8.610250542372475,-7.578361096601145
62,-8.893385666869657,-7.264263479078724
63,-11.113596456038973,-10.064630036927536
64,-11.46268304885612,-11.045574852467796
65,-9.214357687737149,-7.948868808359162
66,-9.444886816671493,-8.430446457597936
67,-9.107921606066887,-7.827720367141584
68,-8.629447955883387,-7.188207505613255
69,-10.58715358130698,-9.982630012790022
70,-9.32262359149088,-8.379256849398853
71,-10.764562548080821,-10.128524044478272
72,-8.509375140613013,-7.217770655324426
73,-10.002993196387449,-8.427357366373707
74,-8.548087371966904,-7.242342413619859
75,-8.656771338415057,-7.31076127577826
76,-8.941600563601762,-7.750977069946324
77,-8.705708009414074,-7.988083695764154
78,-10.46613435593467,-9.970831702908745
79,-9.611626944205845,-8.951369696965472
80,-8.61576254447442,-6.986940899086563
81,-8.661117912703364,-7.529012236253835
82,-10.189172907047034,-9.651821200559507
83,-8.571321465517357,-6.884742212990642
84,-11.039306744777802,-10.540834160692576
85,-8.399804353621874,-7.292017269325194
86,-9.733768252495242,-8.902652362028595
87,-10.670534254701368,-9.607761176917203
88,-9.603370240352536,-9.048557350544456
89,-9.060494029170368,-7.68254838566919
90,-9.34520579540375,-8.33631483745709
91,-9.200022270088747,-8.59365255144688
92,-8.872217404651401,-7.20317772491052
93,-8.85022329918222,-6.956136961007088
94,-9.10080068084284,-8.532655639263693
95,-9.147544831812365,-8.450934527936706
96,-9.133105128593765,-7.806235637936013
97,-8.534812196319766,-7.2272847094947466
98,-9.909091817873202,-9.383481505403273
99,-8.911990164499354,-7.996564691451984
100,-8.608154505377048,-7.909075116192755
101,-11.025394498110177,-10.532297624675488
102,-8.300011807436192,-6.714288516278012
103,-9.157671938627281,-7.6345121678369745
104,-9.547384532859716,-9.001776003247492
105,-11.118746195630687,-10.067016093025538
106,-10.627968973792946,-10.040269528226363
107,-8.78269437842675,-7.96116718434722
108,-8.823154700942622,-8.056995231602473
109,-11.203537514159617,-10.171807535946709
110,-9.400339904355251,-8.253125732484222
111,-11.16605411286976,-10.300278735380871
112,-9.255424849338706,-8.767266928982377
113,-10.776655880721545,-10.32768913909678
114,-10.101554309378674,-9.624109656772092
115,-9.134027567837089,-7.7570889573623525
116,-10.71068263462384,-10.260473794090299
117,-8.272921438745541,-7.389957534462522
118,-9.528580240899204,-8.198642644211004
119,-8.143475583788607,-7.229309158186878
120,-10.178434144656938,-9.405162760028055
121,-9.719241031028062,-8.978832339948305
122,-13.917821134932542,-13.505877213596689
123,-9.11558567293109,-8.538649501609898
124,-8.459408866720477,-7.080336397032472
125,-8.977234130880174,-8.340964943140646
126,-10.957850729673204,-10.448183548655404
127,-8.384222342200466,-7.593673868421805
128,-8.421775818897073,-7.641600793463843
129,-8.394617177173005,-7.415700441376357
130,-9.517674894791192,-8.964328315165904
131,-9.024185554877334,-8.45214768318733
132,-11.199072562019627,-10.501818530737719
133,-9.300100705587397,-8.238867293975144
134,-9.19916505432959,-8.23688637565387
135,-10.221598684939572,-10.077141942131773
136,-8.667877161919808,-7.723873694552957
137,-8.042653920262385,-7.077163372313626
138,-9.20226023015159,-8.495994600475843
139,-10.879303951359782,-10.077141942131773
140,-10.11629062324906,-9.538945977566325
141,-10.220153339428549,-9.554826119821785
142,-9.352822098232686,-8.181165124963105
143,-9.632584807776661,-9.122834881974612
144,-8.089301540680745,-7.263910075795154
145,-9.200841083457473,-7.6679728779520095
146,-7.653259009725513,-8.865407868626837
147,-7.735951147533028,-8.55032227533123
148,-9.687507387195197,-8.890875271892204
149,-9.36195866193308,-8.58923539359377
150,-10.084746516104728,-7.954023537742813
151,-9.069674395231607,-8.55032227533123
152,-9.344485243594272,-8.865407868626837
153,-10.207096074199915,-9.388880534927868
154,-9.780416293946,-8.772572409833757
155,-8.171561353088409,-7.315801640278941
156,-8.687414136672963,-8.116488856045425
157,-8.023198760813738,-7.130625891602293
158,-8.794425138173542,-7.1675814498607675
159,-8.579566586106695,-8.283179654364904
160,-8.673296756136333,-7.290200151425107
161,-9.433051168002407,-8.514688232944646
162,-9.162605761403771,-8.400348156384808
163,-8.938928734131286,-7.698593449102921
164,-9.41042810439708,-8.283179654364904
