,Vmag,Bmag
108,-13.529561307757165,-12.97619481754639
109,-11.386195217205643,-10.943149382590011
110,-7.703527436487633,-6.673487303251749
111,-7.7128553104648,-6.776159835785708
112,-8.446824660465857,-6.9099741790017415
113,-8.058428961406513,-6.595018763548751
114,-8.211922931264311,-6.842663657836328
115,-8.333506173046876,-6.7706132570423785
116,-9.386680884547294,-8.577055807833554
117,-7.968659488298079,-6.703861155463944
118,-8.655638586052484,-6.571518078726163
119,-8.664044942549436,-6.686310640235471
120,-7.871705441653391,-7.198847266828999
121,-7.682160186862572,-6.842455621166492
122,-9.018846725790599,-7.419439768949348
123,-9.573548377471683,-8.570216651956548
124,-9.59295593407445,-8.59744273601063
125,-9.005300994526113,-8.161739567745197
126,-8.328174158324982,-6.945812923606067
127,-7.267843957195277,-6.209027879551954
128,-9.663944766452122,-8.685723170726343
129,-7.885495916005992,-7.083120385789554
130,-8.124212800823408,-7.449808167192509
131,-9.018765410435115,-7.588885924232489
132,-8.640787781182212,-6.450135262984858
133,-7.623093777023213,-6.173609900610567
134,-8.372077865040982,-6.560544045030275
135,-8.511608811356917,-7.560961462969641
136,-8.430831698223477,-6.861230111291517
137,-7.8152918635055695,-6.388337783174055
138,-8.391237527105618,-7.344858260158258
139,-8.420602938966278,-6.735037502857459
140,-10.325386996248675,-9.71782863080347
141,-8.283730881058617,-6.627738943989945
142,-7.953607542116159,-6.457274964417947
143,-8.744337516481506,-7.218921706970937
144,-10.596583271437563,-10.013341858707053
