,mag_B,emag_B,mag_V,emag_V
0,14.202152447683824,0.009717524430630889,13.676482336592517,0.006804209301986947
1,18.037384485158565,0.059884208928364435,16.198190550912578,0.021701355732101132
2,13.631262922307005,0.0074130550019790385,13.071160013808733,0.005150685275714758
3,17.783337374857698,0.053088268241132566,16.126972953014274,0.021002026771455646
4,18.299982930237164,0.06782455899668932,16.320944543063703,0.02296185012545171
5,18.388709254761146,0.07073879134226858,16.74782893708874,0.027943235742389102
6,17.15331315078008,0.03937885054122311,16.08122473474351,0.02056473122034167
7,15.119695312889128,0.015014035221058581,14.10489730518873,0.008286158037923269
8,16.603683009977267,0.030344667308305512,15.698873994052718,0.017248398707675024
9,17.49103644045647,0.04621761348728003,16.274273453677324,0.02247420640279137
10,17.895547292864673,0.0559892940492804,16.422104186446337,0.02405544724891902
11,17.934289341553043,0.05702730023196194,16.386326347447202,0.023662838580540167
12,18.062445431631886,0.06060003907479196,16.823267375269783,0.02892980207821826
13,17.82236825496774,0.05407989696639145,16.451114991251565,0.024378575267352806
14,16.589708859798876,0.03014427218807495,15.802096220663412,0.018087033373797523
15,13.308183969722666,0.006360164153931909,12.832493430258994,0.00461521092913403
16,17.027915396809476,0.03710572685965226,16.187316332878986,0.021593087751304835
17,13.72441338236004,0.007747808956815079,12.722426567348823,0.004387385407400566
18,16.312198146892207,0.026427700996385386,15.668680130175483,0.017010519707015524
19,15.632112232203601,0.01914322408946245,14.89137231823775,0.011897369993763288
20,16.72548257038782,0.03214870819246749,15.88455329737587,0.0187861625213612
21,12.572331594708789,0.004486839258263602,12.008369983081336,0.0031591740549081356
22,16.851057095145535,0.03412102109667175,15.91077503483843,0.0190141031794266
23,14.227767350104186,0.009836266795848182,13.56790697392871,0.006472764739731984
24,18.559468112378088,0.07670444865333488,16.566253687081236,0.02570438299160166
25,18.0878706554995,0.06133501898669445,16.77495712227445,0.028294076798842712
26,14.326910903281304,0.010309701413883078,13.779322906951778,0.007133784504103722
27,17.515061315824042,0.046747108625288504,16.174932110695117,0.021470443289233344
28,16.25774647895404,0.025754114146891657,15.52936951024466,0.0159547644697711
29,17.108455365656,0.038550130567275714,16.25027673024885,0.022227521487946343
30,16.21335797583167,0.025217734600723914,15.398979010242462,0.015026055863865777
31,14.4389882850605,0.01087239515718697,13.419214458876567,0.0060448929077805075
32,16.693250727193735,0.03166112174034903,15.810214486886787,0.018154694999766616
33,17.557058888895533,0.04768732449076099,16.641875207497428,0.026614145192059516
34,18.31176633553516,0.06820456366962746,16.900427124639002,0.029974921937948238
35,19.261719094709235,0.10701117127468125,16.72022452710028,0.027590701066447697
36,17.1529316129986,0.03937172728359091,16.141585388788187,0.02114365335922837
37,18.09090309266105,0.06142327207732462,16.70415521475861,0.027387532348263802
38,16.809289551419347,0.03345193040997192,15.585062512151598,0.016368731691419926
39,17.776443303899356,0.05291501473494479,16.716812369506435,0.027547434561551957
40,15.748425553208515,0.02022863112407003,15.05525560542955,0.012828814444140921
41,17.526446585592403,0.04700014805069253,16.280113278548615,0.02253465250614034
42,18.32256997605494,0.06855484237463,16.897801038122612,0.029938738854167243
43,17.151119011391636,0.03933790385994879,16.40187689697118,0.023832689285051497
44,15.272003280765018,0.01613841626533108,14.528513690939603,0.010068626871515175
45,17.35928491885001,0.043418723119712635,16.128979265543265,0.021021416017787394
46,15.093799114024492,0.014830809163128827,14.470530455394037,0.009803657759454796
47,16.915436949540915,0.03517865367169908,15.994064397330652,0.019756628334751707
48,18.321410119839435,0.06851715115191175,16.817543664772767,0.028853742776505598
49,11.764556866239365,0.0030591610400035017,11.272710362600304,0.002252299458577252
50,17.805432099636903,0.053647357797674836,16.86957215010125,0.029552539347472036
51,16.88475977073042,0.03467066121255837,16.261037723758157,0.02233780722286209
52,16.645891691813407,0.030958082609147203,15.789766181393734,0.0179847507961901
53,16.215577202132287,0.025244283928142326,15.10124282091653,0.013103051051801132
54,17.854269749325447,0.05490413561399504,17.13189626768897,0.03334216813610705
55,18.39077616125405,0.07080815127160511,17.140347825295535,0.03347202822706542
56,16.42331369835069,0.0278573925391448,15.713373360505251,0.0173638097789263
57,18.092696003106703,0.06147551091529847,17.17719190315418,0.034044080143215416
58,16.059818018437475,0.02344708693948537,15.452402098665866,0.015399840344217035
59,15.897985381052482,0.02171521215775952,15.218409957765743,0.013828544612408844
60,15.242327653852143,0.015912926765382127,14.474551061082906,0.00982180380443562
61,16.365032583429446,0.027098118035519547,15.81226296033381,0.018171807940357727
62,17.157513027007877,0.03945734687454356,16.525073507490088,0.025222113490853758
63,17.677810434623996,0.050497315896245655,17.01651900354894,0.031618941047772776
64,17.669752633121366,0.05030475289954449,17.081514648652416,0.03257842983717313
65,16.78435133670085,0.03305870754115881,15.721465601878036,0.017428557285436214
66,16.63152756428035,0.030747950434463624,15.460734305904598,0.015458970559927671
67,15.608896500439368,0.01893365525698382,14.485995788839851,0.009873640940592085
68,17.14798487490731,0.039279488935898714,16.639410948265024,0.026583997535398633
69,12.120976971409899,0.0036224041017662513,11.718683779793274,0.0027650880564353804
70,15.618420494713703,0.019019349551385657,15.07655074406296,0.012955083320218963
71,17.28375709610994,0.041891339359550375,16.75444474755901,0.028028392949373322
72,17.98230010720442,0.05834038086251467,17.149934273694637,0.03361993848781346
73,17.637395414692403,0.04953885604371394,16.40600892419064,0.023878025965174455
74,16.584595625605587,0.030071277462389967,16.091772237419043,0.020664737500962028
75,17.742766666739588,0.052076786604880985,16.76091285992845,0.02811189990559487
76,17.68265269935452,0.05061338932990182,17.151398290363588,0.03364258440435561
77,18.013057586868815,0.05919743452845575,16.495923557269755,0.024886211988532636
78,18.26474141892164,0.06670063896050668,16.908275325344285,0.03008331786737138
79,17.962526157867927,0.057795946313513646,17.370391260069134,0.03720771684219126
80,14.36533554412469,0.01049925652113899,13.80735881551384,0.007226369038143023
81,17.272156850233365,0.04166155790842563,16.69693916937248,0.027296785322602348
82,16.522612879641397,0.02920036625353642,15.658840959231231,0.01693371381879932
83,17.936125922889804,0.057076982273985735,16.601153311348174,0.02612031172493361
84,18.175490364900785,0.06393685718263258,17.357958663231273,0.0369955612404675
85,17.080028363770683,0.03803401057309001,16.476933791230415,0.024669798694425125
86,15.1212777842392,0.015025304952808157,14.606998246715808,0.010438725422593295
87,17.21150901483376,0.04048058814558505,16.64510054432816,0.026653655508402475
88,16.41825708738238,0.027790681634868256,15.641462838236256,0.01679890407111221
89,17.780040432449965,0.053005342787133626,17.154711905584243,0.033693896902087475
90,17.097061179145076,0.03834242224324363,16.472345024763605,0.024617786631274542
91,14.52632601370988,0.011332088125396956,14.039275423730302,0.008039800897002715
92,17.37668952410851,0.04377851536477954,16.709167249100503,0.027450739810349938
93,17.251367125371175,0.04125289724991444,16.2859612896838,0.0225953462594546
94,14.999071863453931,0.014179420125588711,13.976005589925258,0.007809211676128908
95,14.218995383904351,0.009795440334006039,12.90362919755258,0.004768709501974975
96,14.577863437077404,0.011612416547210055,14.019422237993377,0.007966721506037557
97,16.829415971635388,0.033772689482859934,15.9956092339616,0.01977067102860853
98,16.536190980494847,0.02938896701421681,15.78707133713844,0.017962473128741115
99,15.942870810357457,0.022182319230549426,15.02504252904959,0.012651775754008382
100,17.57623619746884,0.04812292057709811,17.007745860789758,0.031491612044957505
101,16.529059302971685,0.029289756136344613,15.91596182825092,0.01905951758863971
102,16.80969863965563,0.03345841970689724,16.27120846806232,0.022442546653781807
103,17.22055429197292,0.0406545754992766,16.596471174913702,0.026064122166686625
104,16.4661776155211,0.02842935884567789,15.491991471386912,0.015682820219986595
105,15.781980749138578,0.020553047726952062,14.822734677552473,0.011527646598983416
106,16.918819241137378,0.0352351156252773,16.14474749598169,0.021174426598306473
107,17.145704864382626,0.03923704796605698,16.30957923688348,0.022842133588028862
108,18.214994832970493,0.06514575226551207,17.36303723514171,0.03708207780895171
109,17.918777680698557,0.05660940987550244,16.59124104710834,0.026001499163353124
110,17.306450271016757,0.042344524287221796,16.429620401664078,0.024138750946431087
111,18.122593784051983,0.062353199371592394,17.443100038118388,0.03847304334490835
112,14.630150570340472,0.01190391042086432,13.689162330077291,0.006844007596326111
113,16.80124227892953,0.03332453348305956,16.273400441528253,0.022465184083258496
114,18.076387235289538,0.061001964486650975,17.141477142848895,0.03348941871001155
115,16.64511986714496,0.030946755199822158,15.987497420029705,0.019697045196198637
116,17.326089612324118,0.04274067931852846,16.76678574056137,0.028187937574719952
117,18.424004573519433,0.07193259029503765,16.812937861610514,0.028792683964793835
118,17.594432773333644,0.04853991848778562,16.84158754089098,0.029174599366222468
119,18.19191168020368,0.06443662515661878,17.041453696387535,0.03198364864162952
120,10.922663885102397,0.0020522888561237554,10.695436602928197,0.001727094734073478
121,17.218576068256624,0.04061646027135052,16.630690703006557,0.026477588357490946
122,15.694069377779345,0.01971393819233672,15.102848659583543,0.01311273239189672
123,14.920794596845,0.013662793346310749,14.306429852780122,0.009090948082265616
124,17.38297351058852,0.04390915073663237,16.869827206338666,0.029556006372421742
125,17.19527711763869,0.04017022991252502,16.70376634659427,0.027382634366134802
126,14.665517253420559,0.012105212286130356,14.141116956620552,0.008425352085522825
127,15.65839213684898,0.019383253703180205,15.134983590413238,0.013307979551260514
128,17.46536639666712,0.04565848560545743,16.74774368061661,0.02794214003074304
129,17.292240176373,0.04206017685020783,16.615508379923504,0.026293340710977012
130,18.347983499918623,0.06938591618778557,17.23894953182865,0.035024959455162416
131,18.253862175912566,0.0663574554848762,17.036857743245175,0.03191611107638801
132,17.876863512541036,0.055495478434976334,17.13032484619316,0.03331807849491445
133,16.286183933378922,0.026103725812419827,15.79362231727969,0.01801667666179422
134,16.569099744312886,0.0298511414892639,15.824866036251034,0.018277449490621395
135,14.402136708223736,0.010684069317328244,13.688735915383933,0.006842665447125973
136,17.734019959720538,0.051861257536638936,17.034267114457432,0.03187810463717333
137,16.453637410978125,0.028260820577717054,15.906212264711566,0.018974242054506422
138,18.72971259936189,0.08315292873493711,17.12570494894917,0.03324735696054327
139,18.134154240477347,0.06269592129773355,16.804264904735387,0.028678057695635972
140,18.153182214770993,0.0632641325132663,17.104694669465047,0.03292761988936717
141,17.50237244824323,0.04646670141995867,16.353719594485362,0.023310611601510933
142,18.37625872253206,0.07032241924666144,17.161430258369467,0.03379817328390069
143,17.625675731061392,0.049264336604516415,16.466879681129832,0.02455598193420174
144,18.113371885074148,0.06208115026450635,17.09959127551317,0.03285042108490404
145,16.962092231851557,0.03596553620245289,15.987980784931851,0.01970142470305696
146,15.866038840040527,0.0213887595207606,15.2805730631719,0.014229626661259341
147,17.357486556092947,0.043381715892246014,16.299786880827575,0.022739486422127732
148,17.453302312484382,0.045398055206281034,16.68984191764882,0.027207825519916556
149,16.487194643167737,0.02871408111497271,15.85926802458151,0.018568950653787775
150,17.33962086376202,0.0430157793670981,16.10786698102787,0.02081827806917438
151,16.602426490684635,0.030326593922244904,15.991313918614933,0.019731650937299405
152,17.616819258363172,0.04905789404876538,16.702054940347583,0.02736108878732738
153,18.441200781818722,0.07252149833546793,17.127596639100155,0.03327629684644855
154,18.38992706637746,0.0707796496608149,17.13209671312934,0.03334524218505529
155,17.71628047145009,0.05142687106617698,16.488242135992124,0.024798444399705258
156,17.741596040716807,0.05204788917761772,15.937944437995156,0.0192531995830015
157,14.845955797308322,0.013186470964576412,14.31136251725077,0.009111596379041258
158,13.32777741717275,0.0064195271003745094,12.751837353702685,0.004447137602531395
159,16.63642657250808,0.03081945704523517,15.56824974504018,0.016242642784139068
160,18.070208330124036,0.060823506219671766,16.587130377906334,0.025952385630928023
161,15.856650042396183,0.021293754489040716,15.273878118879258,0.014185877197894756
162,18.944100171092842,0.09205016201596113,16.866046537218722,0.02950465670636237
163,15.796990762345432,0.020699846022657654,15.178563202001154,0.013577415777205433
164,16.974528547910538,0.0361782407237933,15.928388191688267,0.01916876178264578
165,18.14851004833869,0.0631241376015474,17.01022501987238,0.03152754125401174
166,16.435655572285363,0.028020889719718656,15.753504774693635,0.017687287591609663
167,17.15256577831503,0.03936489841070054,16.024519911111515,0.020035320515141616
168,15.466507943190676,0.017697568505481345,14.692132832299713,0.010855580185605118
169,17.658170778320464,0.050029258639216645,16.447283158531654,0.024335648028378346
170,14.8732012508263,0.013357925195310427,13.812730435018642,0.007244244724150928
171,17.44171048846618,0.04514921908595641,16.103700342890473,0.02077842009191575
172,17.38357306229627,0.04392163493794484,16.008013960646853,0.01988379349253608
173,17.918284480268234,0.056596173208451936,16.896685787656345,0.02992338578256755
174,18.64366322038422,0.07982853040662287,17.29156888001433,0.03588296438017458
175,17.48663992481231,0.0461213678840037,16.05088387549609,0.02027974432093441
176,17.027527265797165,0.037098898809907355,16.262855615469682,0.02235649212648771
177,18.446584064747714,0.07270684539836753,17.254589114048315,0.03527781149541063
178,15.823854179745553,0.020965193240284778,15.150244819896203,0.013401720099394287
179,15.768878455447359,0.020425758225052302,15.16143698333213,0.013470886252102084
180,15.29436409683371,0.016310432815149416,14.610947969129331,0.010457705995871511
