,RA,DEC,mag_B,emag_B,mag_V,emag_V,mag_BV,emag_BV
0,102.29013,0.45981,15.185299744765329,0.1492483729863816,12.419705100279156,0.3867609519991147,0.14159464448617298,0.2928465653381367
1,102.26906,0.45761,16.705470413295384,0.15232120161929075,13.484337431290017,0.38360575612731945,0.5971329820053667,0.29026733298247165
2,102.26816,0.45587,17.452570862572216,0.15852073575767556,13.929905951640295,0.3828962081289738,0.8986649109319208,0.29264027382556423
3,102.15213,0.45018,17.538780017543218,0.15950979586780492,13.683385628979119,0.3832374229256803,1.2313943885640986,0.2936227125215376
4,102.15712,0.44805,15.259267299665158,0.1491825859440181,12.544784380620799,0.38629917523128465,0.09048291904435912,0.2922028349166296
5,102.2843,0.44952,12.280331262629117,0.16154977525738035,9.723924464397367,0.4008510482832421,-0.06759320176825001,0.3173009498811565
6,102.1902,0.44726,17.815868188472788,0.16313755867878185,14.440690698265508,0.3826459669149584,0.75117749020728,0.2948419899674339
7,102.1941,0.44601,16.002278420075978,0.14961949691808707,13.246813626935788,0.3841452789049264,0.13146479314018988,0.28957484207535217
8,102.17632,0.44557,13.509873532302121,0.15453204580396407,10.729292067689151,0.3948114305702923,0.15658146461297007,0.30603303561759326
9,102.16935,0.44335,18.38795171233894,0.17311297739204692,14.425951097231819,0.382643696411307,1.3380006151071204,0.3004734619643602
10,102.17207,0.44212,17.773204047054854,0.16253228950029416,14.264998971695631,0.3826572256263311,0.8842050753592231,0.2945221510417311
11,102.28993,0.44192,18.094534227618777,0.16754402160811194,13.9837660990262,0.3828396590822628,1.4867681285925767,0.2975520185494339
12,102.24052,0.43988,16.81355361860124,0.152981126903672,13.919436333257522,0.3829079719295279,0.27011728534371804,0.289692492405139
13,102.17594,0.43717,18.254423205707074,0.17045282244073082,14.669426148286187,0.38276089681359554,0.9609970574208871,0.29909876095958543
14,102.24567,0.43763,16.392070254459618,0.15079640540900044,13.056043975709848,0.3846518357589837,0.7120262787497703,0.29085493057026174
15,102.18526,0.43572,17.373336530929738,0.15766649965475762,14.219955728781743,0.3826732247153288,0.5293808021479945,0.2918861456585636
16,102.28549,0.43703,15.311892151914643,0.14914668837863404,12.565475534716317,0.3862248984742427,0.1224166171983262,0.29208630035616595
17,102.1784,0.43471,16.091474004722627,0.14982437202403381,12.93627790605096,0.38500117212669543,0.5311960986716683,0.29081479500074514
18,102.16785,0.43356,18.337448668467832,0.17208126159321666,14.335183688733702,0.3826428132510187,1.3782649797341304,0.29987911418464436
19,102.17862,0.43372,15.484162515925636,0.14909531411150959,12.638483963660226,0.38596771503810795,0.22167855226540978,0.2917198823216336
20,102.16247,0.4326,17.482115747115614,0.15885258921255915,14.340502712537885,0.3826422515864183,0.5176130345777287,0.2924880130854218
21,102.17081,0.4325,14.624053197549017,0.15027900954101353,11.57311735744527,0.3904090680075165,0.4269358401037474,0.2981660964816853
22,102.2565,0.43255,15.422989039129464,0.14910168835717993,12.765226262502743,0.3855398102603374,0.033762776626720226,0.29115675978163125
23,102.18379,0.4278,17.136517945065517,0.1554087248315469,14.284130553556553,0.38265201610227245,0.22838739150896414,0.29064486436354114
24,102.1817,0.42716,14.318341426145828,0.1511877754599125,11.878834753237248,0.38899330626123435,-0.18449332709141986,0.2967718581074751
25,102.23679,0.4277,17.523818517993845,0.15933359181861476,14.036557382065483,0.38279077780104964,0.8632611359283621,0.29294363459777284
26,102.25033,0.42663,15.721111341967797,0.14920128760618995,12.782087156995429,0.38548470154281317,0.31502418497236795,0.29113481301090866
27,102.18338,0.42466,17.42301243543381,0.15819602573723357,14.46835132386308,0.3826518607067155,0.3306611115707311,0.29214453453961275
28,102.17549,0.42242,18.277199357490705,0.17089130572821784,14.787674840049776,0.38288201005840855,0.8655245174409286,0.299503709492658
29,102.23777,0.42326,18.38158934295378,0.1729812558068552,15.367658535591795,0.38417096521116667,0.3899308073619855,0.3023406115158797
30,102.25229,0.42343,16.89124966536666,0.15350110463944422,13.70819491398102,0.38319716974001394,0.559054751385642,0.2903492035847294
31,102.24971,0.42053,17.082226888492183,0.15495026583477867,14.081142354230964,0.3827546400042259,0.3770845342612189,0.29053519464435473
32,102.20438,0.41956,14.331751440411836,0.15114335335238166,11.745276622164242,0.3895989921032775,-0.03752518175240682,0.2975427497192505
33,102.24276,0.41943,16.773989990834945,0.15273114388335335,14.154917230830568,0.3827054195120902,-0.004927239995623167,0.28929265534375825
34,102.21998,0.41765,12.064176908031982,0.16296187868385711,9.768501255589925,0.4005673614457564,-0.32832434755794304,0.31766457932823955
35,102.19007,0.41564,16.01808353687678,0.14965315758748948,13.505030136162048,0.38356379710629485,-0.11094659928526818,0.2888204529227542
36,102.17081,0.41477,18.012216267806444,0.16615770456487935,14.736871474587014,0.3828246109318406,0.6513447932194302,0.29675421736073915
37,102.24848,0.41541,17.951801082793953,0.16518630039067023,14.827686636699577,0.38293303299495834,0.5001144460943762,0.29635151694478395
38,102.15001,0.41248,17.88047260413245,0.1640880708121171,14.46369468002363,0.3826507185888133,0.7927779241088194,0.29537512999468574
39,102.18276,0.41307,16.55918713544426,0.15154012745910297,13.835922797745145,0.38301063481145126,0.09926433769911702,0.2890701586276107
40,102.15235,0.41146,17.89855506296963,0.16436157984640276,14.517026656896187,0.38266746939588847,0.7575284060734445,0.295548847169903
41,102.22069,0.41176,16.98299071949652,0.15416615773899575,14.516562776650497,0.382667288797635,-0.15757205715397704,0.2900025139679611
42,102.18277,0.41102,17.288172440325702,0.15680479184645182,14.521666953899556,0.38266930993042236,0.14250548642614602,0.2914164434424295
43,102.2339,0.41177,16.033587834563082,0.14968727439159446,12.95907767716369,0.38493286673017274,0.45051015739939315,0.29065373213480916
44,102.22658,0.40675,16.24635496686816,0.15026907971963943,13.694682511961249,0.3832189342523435,-0.07232754509308792,0.28868243432756574
45,102.19244,0.40577,18.12464422165296,0.1680696392974635,15.585058907480255,0.3849941943316563,-0.08441468582729372,0.300612596746478
46,102.28579,0.40619,17.074933115852996,0.1548902835692039,13.956569380925808,0.38286737901339285,0.494363734927188,0.2906517329326171
47,102.19758,0.40434,13.948874371430648,0.1525618010260373,11.352894213883904,0.391491208295722,-0.028019842453255506,0.30073321949055204
48,102.24273,0.40149,18.03591777247251,0.1665493522225675,15.385054081997195,0.38422939603418554,0.026863690475313562,0.2987823882067881
49,102.17506,0.39844,17.901603935120633,0.16440802172082572,14.819394681010612,0.3829220332107128,0.4582092541100208,0.29590417557780707
50,102.24767,0.39963,18.40029885169499,0.17337005250083626,15.406867971149763,0.38430444796378765,0.3694308805452279,0.30273269369015016
51,102.19442,0.3976,18.51274569208037,0.17580101637954693,15.638100407879596,0.3852269340397888,0.25064528420077237,0.30529623002876644
52,102.22244,0.3973,18.02265430071914,0.1663294438330491,15.659417523197044,0.38532415485090404,-0.26076322247790473,0.300066972853353
53,102.29565,0.3953,15.52636296546457,0.14909876652942528,12.78829945829798,0.38546450632439444,0.11406350716658997,0.29105554077616375
54,102.25929,0.3946,15.212118589015642,0.14922247856272305,12.681758197498873,0.385818932189244,-0.09363960848323083,0.2915880596733185
55,102.20182,0.39126,14.409045160314388,0.1508952252040353,11.88992355369378,0.3889439392032018,-0.10487839337939187,0.29655818456464905
56,102.26018,0.39147,17.773856266622033,0.16254141013809917,14.631048437702953,0.38273086455625954,0.5188078289190804,0.2946228516148461
57,102.20217,0.39033,16.90300802917531,0.15358321384906432,13.256430572610792,0.3841214248593982,1.0225774565645183,0.291611166816742
